premise	hypothesis	output	language
We know , of course , whose dreams Tom is a character in .	We have no idea who is dreaming about Tom .	contradiction	en
The British writer Richard Susskind calls these potential clients the latent market .	Susskin said there were no defining characteristics of potential clients .	contradiction	en
Its industry was the export of red logwood and the dyes of indigo and Prussian blue , which were extremely valuable in Britain .	The industry was known for exporting cheap labor .	contradiction	en
It is an unremarkable place save for its most important product .	It is such a remarkable place to go to .	contradiction	en
Madeira seems much larger than its diminutive size , just 57 km ( 35 miles ) long and 22 km ( 13 miles ) wide .	Madeira feels extremely tiny because it is in fact only 35 miles long and 13 miles wide .	contradiction	en
He was talking about visitors who could talk with the mind .	He was talking about Ramen snacks .	contradiction	en
The Chief Operating Officer is to enter into annual performance agreements containing measurable organization and individual goals with key managers , who can receive a bonus or can also be removed .	The CEO will not allow any bonuses to be passed out .	contradiction	en
If you 're not one to be put off by superstition , stroll down to the old cobbled bridge and croseover into a quieter , more peaceful world .	The world beyond the cobbled bridge is noisy .	contradiction	en
In compliance with the National Environmental Policy Act of 1969 , as amended , NRCS staff developed an environmental assessment of this rule to determine if implementation would have a significant impact on the human environment .	The NRCS does not need to comply with the National Environmental Policy Act of 1969 .	contradiction	en
"He was quite ordinary just like anyone else . "" Mr. Carter sighed in his tired manner ."	He was quite unique and stood out in a crowd .	contradiction	en
But he knows you think Injun , you live Injun , you eat Injun , you smell Injun when you do .	He knows nothing about your thinking injun .	contradiction	en
Food and a bath !	There was no food and the bathroom only had a shower .	contradiction	en
oh definitely there 's no what let 's see we 've had the funding we 've run out of money we 've frozen the money right and they had until the fifteenth of April to come up some formula that would be more equitable to districts different districts according to finances because the poor districts were getting less money so not as good an education right	We never had any funding , so we made more money .	contradiction	en
There was no expression on his thin face , but the old saber scar from lip to eye on his left cheek was suddenly twice as noticeable .	His face wore a huge smile .	contradiction	en
He identifies so deeply with the victims he has invented , the aggrieved Internet comrades and the chastised Jerry Springer fans , that he 's become one of them .	He has no compassion for the people he writes about .	contradiction	en
so if they have babies then we 'll have to get rid of one of them	We will keep them both , even if they have babies .	contradiction	en
Should the allowances be auctioned off or be handed out for free ?	Allowances should not be handed out for free .	contradiction	en
However , there are other transition costs that CBO acknowledges are not included in their estimates beyond the cost to hire , house , and equip key personnel .	The CBO doesn 't acknowledge it .	contradiction	en
Three regions were modeled ( the Adirondacks , the Northeast ( including the Adirondacks ) , and the Southeast ) .	A single region was modeled .	contradiction	en
After all , conventional economics already has lots of nice things to say about free markets .	There aren 't any nice things about free markets .	contradiction	en
yeah you need you need i think you need a a uh vehicle something like uh uh Ralph Nader uh Nader 's Raiders or uh where uh or uh uh AARP	Whatever you do , stay away from the type of vehicle that Ralph Nader has .	contradiction	en
Federal CIOs can learn from the successes of These leading organizations and can apply the principles as appropriate in their own organizations .	There is nothing that federal CIOs need to learn .	contradiction	en
Like most of the structures here , the 40-metre- ( 120-foot- ) high Treasury ( named after legends of lost treasure ) was hewn from the red sandstone valley sides .	The Treasury was made of wood and not stone .	contradiction	en
Minamoto died in 1199 , and the feudal structure passed intact to the tutelage of his widow 's family , the Hojo , who were content to play regent to a figurehead shogun , in much the same way as the Fujiwara had done with the emperor .	The feudal structure passed to the widow 's family , the Fujiwara .	contradiction	en
She became a city girl , just like any other .	She stayed the same .	contradiction	en
Ca 'daan began to feel less and less sure of himself .	Ca 'daan was certain of what he should do .	contradiction	en
""" Whoee ! "" Anse muffled one of the old spirited war yells into a husky whisper ."	"Anse whispered , "" What 's my name ? """	contradiction	en
The segment notes that President Reagan was known to misidentify his own dog and also the country of Brazil in official settings .	Reagan was known to have a perfect memory while in office .	contradiction	en
You 'll be able to explore the Military Museum and Carriage Museum during your tour , but do take time to visit the vantage points along the western wall for wonderful views down onto vast areas of the Cityel , left unused and now decaying , and panoramic views acroseCairo .	You won 't be allowed to go inside the Carriage Museum .	contradiction	en
James Fenton in the New York Review of Books says , ' Plath lovers ' will never forgive Hughes for having been Plath 's lover--a role which in their fantasies they would much better fill .	James Fenton writes books , but not reviews of books .	contradiction	en
And did anyone asked for me , sent mail , left a contact number ?	The speaker does not speak English	contradiction	en
The Rooney system is working in Queens , as it has in Bethlehem .	The Rooney system has not worked in Queens or Bethlehem .	contradiction	en
is our five minutes up okay well it was nice talking to you okay bye	We still have ten more minutes to talk .	contradiction	en
Our A Low-Wage Workforce Without the Brown People .	The low-wage workforce is all white people .	contradiction	en
Why not sample the real thing ? Ca 'daan turned and saw an older woman , legs bare under a short sarong .	Ca 'daan closed his eyes and didn 't look around .	contradiction	en
Democrats think they 're immune to this attack because they 've got both ends of the spectrum On the removal question , the polls are on Clinton 's side , and on the moral question , on which the polls are against Clinton , Democrats have acknowledged and condemned his misconduct .	The entire country is made up only of democrats .	contradiction	en
okay well they just they 'll do everything with pizzas as a matter of fact last night we just went there and they have a great pizza called Spinoccoli and what it is is um normal pizza but then with spinach and broccoli	Oh no they don 't make pizzas over there , just chinese food .	contradiction	en
VBA reorganized its regional office structure from nine service delivery networks to four areas in May 2002 .	The VBA added five more delivery networks to the four areas in 2002 .	contradiction	en
Helms , Stevens , Danny Birke , and that kid Mitchell .	Helms , Stevens , Danny Birke , and Mitchell don 't know each other .	contradiction	en
When the woman had robbed him and run off , he was too ashamed to return to Fena Dim .	He had no problem returning to Fena Dim after being robbed .	contradiction	en
yeah yeah so uh but yeah i 'd love to go catch catch like the Marlins or whatever in the deep sea fishing	I don 't ever want to go fishing .	contradiction	en
yeah where as Puerto Rico is pretty close by	I don 't know where Puerto Rico is .	contradiction	en
was that on the radio every week	That was on the radio every morning .	contradiction	en
The Daibutsu and Kotoku-in temple are in Hase , the district in the western part of Kamakura .	Hase is located in the north-eastern part of Kamakura .	contradiction	en
Park and loop routes involve parking , covering an area by foot , then parking the vehicle in a new area .	Park and loop routes don 't exist .	contradiction	en
'Well then .	Absolutely not .	contradiction	en
uh-huh i never ever really got into Bob Newhart	I have always enjoyed the Bob Newhart show .	contradiction	en
even though my um mother 's people are from Georgia	I do not have any relatives that are from Georgia .	contradiction	en
They were going to win !	They were about to lose .	contradiction	en
Well , yes--but this time they aren 't .	No , that 's not right because this time they are .	contradiction	en
Some magazines , for example , are too heavy to be processed on flat sorting machines and newspapers would be expected to have costs different from those of magazines .	Some magazines weigh too little for the machines .	contradiction	en
The local people will tell you that this is the Hippocrates Tree , under which the father of medicine , a native of the island , lectured to his students over 2,500 years ago .	The Hippocrates tree is a young sapling .	contradiction	en
i like mysteries	I hate mysteries .	contradiction	en
uh-huh uh-huh oh my husband just has to have it green has to be green it 's	My husband says it must be yellow .	contradiction	en
I kept hoping that John Cleese would appear out of nowhere , and say , in the high dudgeon of his Dead Parrot routine , ' They 're dead !	I was hoping John Cleese would not appear .	contradiction	en
While this grant cannot ensure justice for all in Southwest Texas , this new legal advice line will mean thousands more families can access critical legal advice when they need it the most .	The legal advice line will help many people in Pennsylvania .	contradiction	en
Jon had felt it when they had all joked before the battle of the things they would do to the young Voth women afterward .	Jon had not been in anyone 's contact before the battle .	contradiction	en
The Commission did not identify any other statute or executive order imposing procedural requirements relevant to the OASIS rule .	There were hundreds of orders imposing requirements relevant to the OASIS rule but were kept private due to lack of time .	contradiction	en
are there a lot of trailers around there	We have the only trailer here in an entire ten mile radius .	contradiction	en
Almost all of it can be covered in a day or two , including a lengthy visit to the Royal Palace .	It would take a week to cover all of it and the Royal Palace .	contradiction	en
Barnes , speaking at a press conference attended by Gottlieb , said his first priority has always been to look out for Georgians ' interests .	Gottlieb didn 't turn up at the press conference which Barnes spoke at .	contradiction	en
Ramadan Bairam is a month long celebration when Moslems fast during the hours of daylight .	During the month of Ramadan Bairam , Moslems fast during the night .	contradiction	en
Go on , said Mr. Carter , as Tommy showed signs of taking refuge in silence once more .	There were signs that Tommy was going to talk endlessly .	contradiction	en
and yeah then you have to pay your fee and American Express you 're really it 's not a credit card because you have to pay it off at the end of the month but the fee for that it 's really expensive isn 't it	American Express credit cards are the same as other credit cards .	contradiction	en
If the fair value of the PP and E acquired is more readily determinable than that of the PP and E surrendered , the cost is the fair value of the PP and E acquired .	There is no way to determine the value of PP and E.	contradiction	en
There is a need to expand legal services as a whole , she said .	Then she said that there needs to be a great reduction in legal services all together .	contradiction	en
It wasn 't always so .	It has always been this way .	contradiction	en
During the entrance conference , GAO will also ask agency officials to designate a key contact to assist , as applicable , in obtaining temporary office space in agencies where GAO does not already have office space as well as fax and telephone equipment needed for GAO to complete its work at the agency .	The GAO always has office space and fax and telephone equipment and never needs any more .	contradiction	en
Commanding a rocky promontory in West End with views of spectacular sunsets , this collection of thatch-roofed villas has a tranquil setting .	The thatch-roofed villas are haunted and built around a scary setting .	contradiction	en
Under the Act of Union , Irish members of parliament now served in London .	Irish Parliament members were expected to serve from Ireland under the Act of the Union .	contradiction	en
That is a lot .	That isn 't much .	contradiction	en
Coffee is very good .	Coffee is awful .	contradiction	en
There is a formula for New Yorker Talk of the Town pieces .	New Yorker Talk of the Town pieces are completely random .	contradiction	en
The gracious Piazza Vecchia is surrounded by Renaissance public edifices , notably the Palazzo della Ragione with a medieval Torre del Comune .	The defunct Piazza Vecchia now lies far from any Renaissance buildings .	contradiction	en
The skyscrapers were supposed to stay shiny at all times- very rich people have paid some very big guns to keep them shiny at all times .	The tall buildings were dull .	contradiction	en
Chrysler 's elaborate system of dealerships might , in theory , help Mercedes crack the U.S. market , where its share is now less than 1 percent .	Mercedes is the top selling car in America .	contradiction	en
right and they 'll just pick crooked people again and then people the the wrong people will just fight their way up to the top again and it 'll all be for nothing	This time they will not pick crooked people .	contradiction	en
Finally , we compare the engineering and econometric approacHe 's used to estimate unit delivery costs for France and the U.S. , respectively , over reasonable ranges of the delivery cost drivers .	Finally , we 'll skip the engineering and econometric comparison and instead talk about IT concerns .	contradiction	en
A slim hand came to his lips , and he looked up into soothing blue eyes .	The blue eyes looked angry at him .	contradiction	en
Later , in 1337 , the Nichiren sect built the Ryukoji temple on the same hill .	The Ryukoji temple is located deep down in the valley .	contradiction	en
It was along this portion of road , where you 'll now see a sign Emergency Historical Site , that British High Commissioner Sir Henry Gurney was killed during the height of the Communist insurgency in 1951 .	Sir Henry Gurney was a baker his entire life before he died of the flu in 1962 .	contradiction	en
The town was little more than a single main street , bordered by shops and houses .	The town was vast , with many streets and avenues .	contradiction	en
Study after study shows unmet needs to be about 80 percent , he said .	The rate of needs left unmet is 30 percent in most studies .	contradiction	en
Turn on your brain rather than checking boxes in connection with key accounting , reporting and auditing issues .	Emphasize checking boxes rather than critical analysis .	contradiction	en
Columbia Legal Services receives no LSC funds .	Columbia Legal Services receive funding from LSC .	contradiction	en
yeah i 've seen that that 's uh that was a really good movie probably one of the best things about it was the scenery and uh i thought the story was pretty good too i think i think Kevin Costner did a really good job with it	i felt like it was a bad movie and the scenery was really drab	contradiction	en
At the same time , the governor and his cronies were busily pocketing bribes , as was the custom in the self-financing French colonial service .	The governor and his cronies were the farthest thing from corrupt .	contradiction	en
Let them fall between us and close in on their exposed flanks .	Don 't let them fall down !	contradiction	en
yeah those are nice we have one of those too uh-huh	Those are horrible so we don 't have one .	contradiction	en
so we got our fill we went home at Christmas	We didn 't go for Christmas .	contradiction	en
McCourt 's own story indicates that they could not .	McCourt 's story showed that they can do it .	contradiction	en
and they sure are pretty i like them and the Snap Dragons are starting to come up	The garden is barren .	contradiction	en
Book especially early for Christmas and New Year 's ( when most hotels charge a huge supplement ) and for smaller hotels throughout the year .	Last minute reservations aren 't a problem on new year 's .	contradiction	en
well i know there there 's got to be a lot of uses but it 's just you you have to have a need	There are no uses and no needs for that .	contradiction	en
Seeing in Christianity a threat to his central authority , Hideyoshi systematically suppressed Christian activity ; in 1597 six missionaries and 20 Japanese converts were crucified at Nagasaki .	Hideyoshi embraced Christianity enthusiastically and saw it as a way to bolster his power .	contradiction	en
The salamander suddenly broke from Dave 's chest , glowing brighter as it rose toward the face of the attacker .	Dave was no where to be found .	contradiction	en
The American Ambassador , Mr. Carter , who had taken the liberty , he said , of bringing an old friend , Sir William Beresford , with him , Archdeacon Cowley , Dr. Hall , those two youthful adventurers , Miss Prudence Cowley and Mr. Thomas Beresford , and last , but not least , as guest of honour , Miss Jane Finn .	The American Ambassador , Mr. Carter , came alone , opting not to bring any guests .	contradiction	en
well just think the federal government 's insurance bill has Medicare and that 's been going through the roof and that 's why federal you know that 's that 's the biggest increase in federal spending right there	The Medicare bill is way lower than we all thought .	contradiction	en
Or maybe they had a more systematic approach .	The did not consider any other approach .	contradiction	en
Guaranteed Results - The Acid Rain program enjoys nearly 100 percent compliance and only takes 75 EPA employees to run - a track record no command-and-control program can meet .	The Acid Rain program has almost zero compliance .	contradiction	en
They found volunteers who will translate documents for free at www.volunteermatch.org.	They failed to find anyone who would translate the documents for free .	contradiction	en
It begins with a series of lighted panels illustrating the manuscript .	There is no lighting used in displaying the manuscript .	contradiction	en
I couldn 't have cared less if President Clinton had an extramarital affair , other than that he spent taxpayer money to get on television and swear to us repeatedly that it did not happen .	I was really shocked that President Clinton had an extramarital affair .	contradiction	en
It is currently developing its winter sports in addition to the golf and tennis already provided .	There will not be any new sports , just golf and tennis .	contradiction	en
The Modern City	A city in the 1800s	contradiction	en
Much of it is risible , yet I loved watching it--not because I thought that the emperor was wearing new clothes but because I thought he looked fine--beautiful , actually--naked .	He looked gross naked .	contradiction	en
Wilkins hadn 't an idea of such a thing , until Bauerstein put it into his head .	Wilkins knew about it before Bauerstein told him	contradiction	en
With a cafe and picnic area , it 's a great place for children of all ages .	It 's a great place for parents , but not children .	contradiction	en
that 's good especially since you call that one eight hundred number so so probably knock TI 's profits margin way down	TI profit margins are unshakable .	contradiction	en
because of because of what because of overcrowding or	As a result of too few people .	contradiction	en
oh yeah i 'm in Texas where are you at	I 'm in Illinois right now .	contradiction	en
Why did we shed our blood , he asks an uncomprehending scientific Puritan , if I can 't dance to my heart 's content ?	Why did we shed our blood , asks the Puritan , if everyone can dance as they please ?	contradiction	en
Ow ! That 's enough ! Yes , we 're not dreaming . We 've got a job !	We 've surprisingly haven 't got a job .	contradiction	en
Such controls are critical to determining the reliability of interim reporting and various ongoing assertions by the company throughout the year .	Interim reporting is not dependent on any controls .	contradiction	en
The agency 's directives should also show the specific milestones and documentation required for a procurement .	The agency 's directives should show only a broad set of milestones .	contradiction	en
Panormos and Agnondas on the south coast attract tourists , as does Stafylos Beach , where the tomb of an ancient king of the same name was found in 1927 .	Panormos and Agnondas are in the north and are not frequently visited by tourists .	contradiction	en
At the same time , almost total dependency on firewood for fuel has deforested the heavily populated middle mountain ranges and led to erosion , landslides , and loss of soil for agriculture .	The dependence on firewood for fuel has not yet caused any issues , but may in future .	contradiction	en
'Faster ! ' Finally , I had enough of being yanked along .	I didn 't mind going slowly .	contradiction	en
It was late afternoon and the red sun hung behind the Old One .	The sun exploded and caught the Old One on fire .	contradiction	en
Albert be it , said Tuppence .	Tuppence remained silent .	contradiction	en
In the meantime , we need to be doing research that will make sure that appropriate requirements are adopted .	No research is needed to make sure appropriate requirements are adopted .	contradiction	en
Other reviews echo the enthusiasm , comparing her tale of an aristocratic Indian family in decline to the work of Rushdie , Faulkner , and Dickens .	The tale was compared to many authors , but not Dickens .	contradiction	en
"Poirot , I cried , "" where are you ? """	I found Poirot .	contradiction	en
An enormous new reception area was excavated ( revealing parts of the original fort ) , topped by the superb glass Pyramid designed by I. M. Pei in the Cour Napoleon , which now marks the museum 's main entrance .	The area was nver excavated .	contradiction	en
From Lezzeno , take a boat cruise to see the colorful grottoes , and look for the waterfall at Nesso .	There are no rivers near Nesso .	contradiction	en
and so that that has worked out pretty good and then i used to work for TI and i have when i retired from there or left i took the money that i had in mine and put it in an IRA and we had an out	I don 't have an IRA .	contradiction	en
These Western ideas , which seemed to amuse Kamehameha , were introduced by a new friend , another famous English explorer , Captain George Vancouver , who had once served under Captain Cook .	Captain George Vancouver never met Captain Cook .	contradiction	en
To make ends meet , one partner stacks pipe and cleans the yard at a plumbing warehouse .	The partner stacks pipe solely for the enjoyment of it .	contradiction	en
The two agencies provide free legal representation to low-income people , including domestic violence victims , in civil matters .	No agencies provide legal help to poor people , regardless of their situation .	contradiction	en
Even worse for the Court , after invalidating the restriction on this conventional First Amendment ground , League of Women Voters goes on to say that [ o ] f course , the restriction on editorializing would plainly be valid if Congress were to adopt a revised version of [ the statute ] that permitted [ public radio ] stations to establish ' affiliate ' organizations which could then use the station 's facilities to editorialize with nonfederal funds .	The league of women voters thinks that the current restriction on editorializing is valid on its face without revisions .	contradiction	en
An economic impact analysis is included with the Regulatory Impact Analysis at 62 Fed .	The Regulatory Impact Analysis only incorperates an economic benefits analysis .	contradiction	en
We believe the emission reductions and timing in the bill will be too costly for consumers and will endanger national energy security .	We think reducing emissions will be very cheap .	contradiction	en
sure bye-bye	don 't leave	contradiction	en
There 's no need for lengthy , costly , uncertain litigation to enforce the law .	The law should be expensive and redundant and vague .	contradiction	en
The Arab town was erected atop this sandy layer and many treasures are still lost below the surface of the modern streets .	The town has no history underneath it .	contradiction	en
As the Kentuckian explained , Callie was deeply interested .	Callie lost interest as the Kentuckian began to explain .	contradiction	en
Now wrap the cloth around your waist and let it hang down in front .	Don 't wrap the cloth at all around your waist .	contradiction	en
in this country they just appeal it and appeal it and appeal it	They are never allowed to appeal .	contradiction	en
Just being the first chair of the commission which began the implementation of the pro bono process was somewhat humbling .	They would not stop bragging about being the first .	contradiction	en
Congressional oversight and authorization committees , as well as the Appropriations Committees , can use the database to prepare for hearings and budget deliberations .	Congressional oversight and authorization committees have no access to the database for any reason whatsoever .	contradiction	en
uh-huh yeah that makes it hard	No , that makes it much easier .	contradiction	en
Once the harbo r for all incoming junks and sampans from the Straits of Melaka through the Perakiaiver , the city is located on the Kinta River 220 km ( 135 miles ) north of KL .	The city is not on a river .	contradiction	en
Opposite the Macau Ferry Terminal you 'll find the Western Market ( open 10am 7pm ) .	You 'll find the Eastern Market ( open 12 pm to 10 pm ) .	contradiction	en
They let the press could catch glimpses of a man who looked vaguely historical , drumming up that little bit of extra interest .	They hid him completely .	contradiction	en
well the next time you go across the state line or when you come back in be sure and stop at one of the Texas	Texas does not have one .	contradiction	en
Building State Justice A State Planning Report from the Legal Services Corporation , issued in March 2001 , highlights the state planning successes of 18 states in developing coordinated plans to increase resources and services to clients statewide .	Eighteen states have been successful in dismantling their plans to increase resources for clients .	contradiction	en
and i did but then you know i just gradually come back up a few pounds anyway which is no big deal i 'm not	I stay the same weight .	contradiction	en
We know that our dress is only a trivial sign of our liberation , but it is a sign we enjoy .	Our pets are a small sign of our freedom that we love .	contradiction	en
France was developing a national identity of optimism , a high level of social critique , and constant pressure for improvement .	France 's national identity had become more conservative , focusing on the glories of the past rather than facing the troubles of today .	contradiction	en
Four years later , the Appalachian Research and Defense Fund merged with the Legal Aid Society of Charleston at the start of 2000 to create Appalachian Legal Services .	The Appalachian Research and Defense Fund and Legal Aid Society of Charleston did not merge until 2010 .	contradiction	en
doesn 't make any sense	It 's totally understandable .	contradiction	en
yeah that is that is pretty risky	It 's risk-free .	contradiction	en
In short , this should not lead us to revisit the idea of a gift tax .	We should reevaluate the idea of a gift tax .	contradiction	en
and we make experts by reading books you know	Our experts have years of field experience and practice in their professions .	contradiction	en
In addition , 193,000 fewer asthma attacks are estimated to occur in 2010 and 373,000 fewer in 2020 .	Asthma attacks will increase in the following years .	contradiction	en
The main port , Kamares , lies 5 km ( 3 miles ) from the capital Apollonia , and its sister town Artemon ( both named for the brother and sister god and goddess of ancient Greek mythology ) .	The Kamares port lies thirty miles from Apollonia .	contradiction	en
Well , we might just see . He ran rapidly down the corridor to Cynthia 's room .	He walked slowly down the stairs to Cynthia 's room .	contradiction	en
even if even if someone 's home all the time there 's still a lot of things that have to be done	As long as someone 's home all the time , everything can be done .	contradiction	en
Did the managers really sit around saying , Hey , let 's gamble with the money those suckers have lent us ?	Did the managers really had the courage to be happy ?	contradiction	en
oh um-hum where where is Toledo Bend	Where can you find New Orleans ?	contradiction	en
about fifty pounds that she needs to lose so uh you know even though that sounds that 's bad it it may be easier for her to lose that for me to lose ten then for me to lose ten	She only needs to lose a pound and she 'll have reached her goal .	contradiction	en
House and relevant committees or subcommittees in connection with any such testimonies .	House and committees and subcommittees which have no relation to these kinds of testimonies .	contradiction	en
The importance of the Bodh Gaya pilgrimage is evident in the Japanese , Thai , Tibetan , Burmese , and Chinese temples nearby .	The Bodh Gaya pilgrimage is not important to any pilgrims .	contradiction	en
yeah well see that was that 's another if i would have been home probably wouldn 't have watched it because i have class tonight and i would have missed the second half and that 's the most frustrating because that 's you know you can if you missed the first half	I will skip class tonight so that I can watch the whole show .	contradiction	en
He can fill himself with fear and panic now as long as he swung and fired when the time came .	He was calm and ready for a nap .	contradiction	en
For a more detailed description of GPRA 's requirements , see appendix I. 5 , for example , Transforming the Civil Building the Workforce of The Future , Results Of A	There is not appendix to find more information about the requirements of the GPRA .	contradiction	en
I can do nothing with the American .	I can do anything I want with the American .	contradiction	en
It can be a phone call asking , How are you ?	It could be someone turning up and attacking you .	contradiction	en
We don 't forget what is due a customer , Johnny . He went to the desk , scribbled a line on a piece of paper , and held it out to Drew .	Johnny gave drew a piece of gum .	contradiction	en
But such a show would have meant the museum taking a hard look at its own , often controversial part in the art world .	Museums are not part of the art world .	contradiction	en
The structure dates from the 13th century , but a rather dull stucco finish was added in the 19th century .	The structure was updated with a shiny finish in the 19th century .	contradiction	en
"I have locked them and , in my opinion , they would be better kept locked for the present . "" The doctors then departed ."	The rooms stayed unlocked .	contradiction	en
Only a scratch . The girl sprang to her feet .	Badly hurt . The girl lay on the floor .	contradiction	en
The village , nestled into a narrow valley , is one of the prettiest in the Aegean .	The Aegean has no pretty villages .	contradiction	en
Utility power plants are already installing SCR catalyst for the purpose of NOX SIP Call compliance in 2004 .	Power plants have failed to install technology to deal with NOX SIP Call compliance .	contradiction	en
Even then , we almost failed .	With no preparation at all , we still had an easy victory .	contradiction	en
Likewise , many Nazi war criminals were punished , sometimes with death , by Polish courts of law .	All the Nazi war criminals got away from justice .	contradiction	en
yeah i think uh if you got	If you don 't have .	contradiction	en
Baroque bridges hung over little ponds , swans circled fountains and tyres swung on tree branches .	Swans fly around the tree branches .	contradiction	en
The proposed rule 's request for comments resulted in 124 comments being received , which the preamble to the interim rule discusses , along with the actions taken by INS and the EOIR as a result of the comments .	The proposed rule 's request for comments went unanswered .	contradiction	en
"Now , if the girl had been placed there it would almost certainly be under an assumed name . """	She probably went there and announced her name to everyone .	contradiction	en
You won 't get a better bargain at the vineyard unless you know the owner .	Even if you know the owner of the vineyard , you will not be able to buy at a smaller price .	contradiction	en
He stimulated a thunderous and enlightening debate .	He was not able to get a debate going .	contradiction	en
He 's a crafty beggar .	He 's a foolish nobleman .	contradiction	en
you 've we did it uh intentionally i did it intentionally i was running some business expenses	It was unintentional and I never did it intentionally when running business expenses .	contradiction	en
This is because rural routes in the U.S. have a higher postal density than most park and loop city routes and business routes .	Rural routes in the U.S. have a lower postal density than most park and loop city routes	contradiction	en
Its construction for the 1889 World 's Fair was an astounding engineering achievement some 15,000 pieces of metal joined by 2,500,000 rivets , soaring 320 m ( 984 ft ) into the sky on a base only 130 m ( 430 ft ) across .	There are only 10 pieces of metal .	contradiction	en
In 1782 an Irish parliament ( Protestant ) was formed in Dublin , largely through the energies of Henry Grattan , MP for the city .	An Irish parliament was never formed .	contradiction	en
Their atmospheric setting in serene woodland reveals more strongly than anywhere else the profound links between modern Japan and its mythical origins .	The woodland reminds you how Japan is different from what it used to be .	contradiction	en
Her proudest achievement , though , was the Green Revolution that modernized wheat and rice farming to give India , for the first time in its history , self-sufficiency in food production .	The failed Green Revolution left India starving for food imports .	contradiction	en
and they finished second that year i guess and it was Bobby Lane 's first it was the year that Bobby Lane got traded to them two games into the season	They finished first that year , thanks to Bobby Lane .	contradiction	en
7 ) The Postal Service integrates the pieces back into its own system and takes them to the facility out of which the carriers operate .	The postal service does no such integration	contradiction	en
Though the official tongue is Malay , or Bahasa Malaysia , English is still the common language of communication between Malays , Chinese , and Indians .	There is no official language in Malaysia because they have many dialects .	contradiction	en
The game 's up .	The game keeps going .	contradiction	en
but when it came to ever giving kind any kind of tune ups or things like that i 'd take it into the shop anything basically with the yeah	I would do everything myself , tune ups , repairs you name it .	contradiction	en
'I 've got a hostage ! '	'The hostage ran away ! '	contradiction	en
It is the easiest of the big peaks to climb , but the effort will still take up an entire day .	Most finish climbing within twenty minutes .	contradiction	en
Bar and caf ? ? bills include service , but small tips are the custom .	Tips are uncustomary as there is already a service fee included .	contradiction	en
Those are the respects in which we are all alike .	Those are ways in which we differ .	contradiction	en
Mutiny and Reform	Following the leader and sticking to the status quo .	contradiction	en
The best instance of this was Bush 's answer to a viewer 's question about what political philosopher each candidate identified with and why .	No candidate identified with any political philosopher .	contradiction	en
Chambers was eager to take a lie-detector test , on television ( his lawyers dissuaded him ) .	Chambers failed the lie detector when he took it .	contradiction	en
pretty much used up the tape i guess	I did not use up all of the tape .	contradiction	en
This male tree of exceptional age and size has seven branches growing from one main trunk .	Only a single branch remains on this male tree .	contradiction	en
You 've got to insist that the temporary situation--now at 12 months and counting--has run its course .	You might as well accept that the temporary situation has not yet run its course .	contradiction	en
When I was hugging that darned branch I thought I recognized an old friend of mine talking to one of your nurses . ' 	I did not see anyone while I was hugging that darned branch .	contradiction	en
Somebody else assumes the chief role .	Nobody has assumed the chief role .	contradiction	en
Neither had there been any mention of the roots of Hollywood 's love affair with violence .	The obsession of Hollywood with violence was mentioned all the time .	contradiction	en
It houses the Naval Museum with a collection of relics from the French Naval sojourn here in 1798 .	The Naval Museum only contains items from the 1900s onward .	contradiction	en
I 'm _ trying _ to .	I don 't believe so .	contradiction	en
3The Trueblood Committee ( named after the chairman ) , a group formed by the American Institute of Certified Public Accountants ( AICPA ) to study the objectives of financial reporting , recommended financial statements that set forth the objectives of financial accounting and reporting and provided a conceptual framework for deliberations about accounting matters .	The Trueblood Committee was formed in 2002 to determine the genetic background of business leaders .	contradiction	en
I have behaved like an imbecile !	There is nothing wrong with how I acted ,	contradiction	en
The Under Secretary for Food , Nutrition , and Consumer Services has certified under section 605 of the Act that this rule does not have a significant economic impact on a substantial number of small entities .	The Under Secretary says the rule has a huge economic impact for everyone .	contradiction	en
though it 's awfully tempting	There 's nothing more repulsive than that particular thing .	contradiction	en
The media focused on Liggett 's admissions of the obvious--that cigarettes are addictive and cause cancer and heart disease--and its agreement to pay the states a quarter of its ( relatively small ) pretax profits for the next 25 years .	Liggett held his ground that cigarettes are not addictive .	contradiction	en
Prices and quality vary widely , but are generally about a half to two-thirds of what you would pay back home .	Prices are more expensive than back home but the costs and quality are the same .	contradiction	en
Alternative Measures of Personal Saving and Measures of Change in Personal Wealth , prepared for the November 17 , 2000 , meeting of the BEA Advisory Committee , November 2000 .	They wrote the report in 2015 .	contradiction	en
that 's right you take pride in that and and get some some positive feedback from those who benefit besides yourself	no , that 's not something anyone would feel proud about	contradiction	en
The Washington Post predicts that the arrest will remind other suspected war criminals not to travel abroad .	Suspected war criminals should feel to travel whenever they want .	contradiction	en
Although these are now completed , further renovation and work on an extension are underway .	They are not completed yet .	contradiction	en
An editorial berates the British government 's proposal to eliminate trial by jury for several crimes including theft and weapons possession .	An editorial praises the British Government 's proposal to do away with trial by jury for certain crimes .	contradiction	en
The cafe enjoys a splendid view down the Golden Horn to the distant and distinct domes and minarets of Stamboul .	The cafe is closed and surrounded by walls , there 's little to no view .	contradiction	en
She was a lot more proficient than the orderlies .	The orderlies were more skilled at it than she was .	contradiction	en
"Now , my friend , said Poirot briskly , "" we will go ."	We 'll stay .	contradiction	en
First , we cannot actually forget that we work for Microsoft .	We actually don 't work for Microsoft .	contradiction	en
