premise	hypothesis	output	language
¿Ukhamasti yanapt 'apxitasmati?	¿ Mä juk 'a yanapt 'apxitasmati?	neutral	ayr
Yatiyäwinakam yatiyañax juk 'amp jan walt'aykchiti, yatiyaw yatiyirinakax janiw jumatak yatiyapkiti jan ukasti jupatak yatiyapxiwa.	Periodistanakax janiw lectoranakapan amuyunakapat llakisipkiti.	neutral	ayr
Carcelan chika taypiparux pä nina wiyanakaw warkuqäna. Callie-x uka nina wiyanak uchañatakiw mä barril uchatayna, ukaruw Drew-ax mantäna.	Callie kullakax phust'ayaskakïnwa yaqha phust'ayasiñataki, ukjamat uka phust'ayatax tinkuwayxäna.	neutral	ayr
Ukañkamax nayax janiw kuna ch 'amas utjkituti, nayax janiw mä juk 'a pachax jupanakamp chik sarnaqañatak utjkituti, jupanakax jan walinakan jikxatasisax jiwatawayapxi.	Uka markan janiw kuna askinakas utjkänti.	neutral	ayr
"Ukhamäkipansa, Jon chachax sänwa: "" Quta manqharuw sarä "" sasa."	"Jonasti sänwa: "" Quta manqhansti walja nuwasiñ yänakaw utji "" sasa."	neutral	ayr
¿ Kunjamarak uka indices de productividad ukax amuyt 'aspachasti? ¿ Kunjamarak uka indices de productividad ukax amuyt 'aspachasti? ¿ Kunjamarak uka indices ukanakax amuyt 'aspachasti?	Indices de productividad ukax irnaqirinakan mä urun yänaka lurañatak ch 'amanakap uñakipi.	neutral	ayr
Pat Buchanan, Donald Trump jupanakax Partido Reformista uksan chikancht 'asipxatayna.	Buchananamp Trumpampix mayakïpxiwa.	neutral	ayr
Jichhürunakanxa, hawaiianakan cultura nativa-x mä machaq uñstawiw uñjasiwayi.	Hawaiian indígena culturax turistanakan jan walt 'ayataw uñjasiwayi.	neutral	ayr
Wawanakax jan walinakanwa jikxatasipxi, jan walt 'awinakanwa jikxatasipxi.	Wawanakax usuchjatäpxiwa kunatix jupanakatak utjki ukatxa.	neutral	ayr
Ukampisa, janiw kuns amuykti.	Ukasti janiw sum amuyañjamäkiti.	neutral	ayr
Aka irnaqawinakanxa, irnaqawinakax utjarakiwa, yaqhip irnaqawinakax janiw utjkarakiti, jan ukasti juk'amp irnaqat irnaqirinakaw juk'amp irnaqayapxi.	Juk 'amp irnaqañaw utji, jan ukax janiw utjkarakiti.	neutral	ayr
Mä jisk'a uraqikiw utji, ch'alla laq'amp phuqhantatkamakiwa, ukatsti ch'iyar laq'uruw tukuraki.	Yaqhip chiqanakanx, uraqix ch 'ullqhi ch 'ullqhiwa, ukax jiwasatakix jan amuykayawa.	neutral	ayr
Kuntix jupax munkäna uk nayax yatïyätwa, ukampis janiw kuns uñjkti.	Nayax uñch 'ukiskäyätwa, jupan wila apaqatap layku.	neutral	ayr
Jajajajjaja, eso es muy detallado.	¡ Janipuniw kunapachas ukham qhanañchirik ist 'irïkti!	neutral	ayr
Castillo, jisk 'a parque municipal uksan quqanak patankiwa, Santa Bárbara ukat puerto uka jayp 'u pacha uñjañatak wali suma chiqawja.	El Castillo ukar jayp 'u tuqir sarañax wali ch 'amawa, walja jaqinak utjatap layku.	neutral	ayr
Kuna askinakas utji ukanakxat amuyt 'añaw wakisi.	Mä amtar puriñaw wakisi.	neutral	ayr
Jumatix ukham lurañ munstaxa, ukham luraskakim.	Uka toqetjja sapa mayniw amuyupanjja mayj mayjäna.	neutral	ayr
Yaqhipanakax soldadonakäpkchïna ukasa; mä tama soldadonakaw uka chiqat mistuñatak mäki lunthatsuwayapxatayna.	Jilpachanix ejército-nkirïnwa.	neutral	ayr
Yaqhip pachax, chiqa chuymamp qilqatanak qillqañax wali axsarkañawa.	Yaqhipanakax janiw suma laphinak uñjañ munapkiti.	neutral	ayr
Walja yatiqañ utanakaw utji, uka markan mä sapa yatiqañ utaw utji.	Jilpach yatiqañ utanakax jach 'a yatiqañ utanakawa.	neutral	ayr
95 jach 'a lik 'i usu t 'ant 'anaka, q 'añu t 'ant 'anakamp phuqhantata.	Peter Parker, wali uñt'at ch'axwañan atipt 'irixa, mä machaq katuntat lunthatasirir achikt 'asiskakïnwa machañatak k 'uminak jikxatañapataki; jupax walja kutirakiw ventananak p 'akiritayna qhipa pachanakanxa, ukat markachirinakax qullqichäwipatak qullqi churañ amtapxarakïna.	neutral	ayr
Mä juicio judicial ukamp chikax, Tribunal Distrital ukax CCLS ukan mayiwinakaparux janiw jayskiti.	CLN ukankirinakasti niyaw arsusipxäna.	neutral	ayr
Ukhamächi ukasti, nayax juk 'amp yatiñanïtwa. '	Nayax taqinit sipan juk 'amp yatiñanïtwa.	neutral	ayr
Thayax aynach tuqiruw sarani. Ukansti suma quta iramanakaw jikxatasini.	Aka quta thiyanx mä qawqha suma qullañ utanakaw utji.	neutral	ayr
Qullqi irtawinakax khitinakati khithapki jupanakaruw yatiyi kunanakas lurañäki ukxata.	Uka chimpunakax khithinakati khithapki jupanakaruw apayata, kuna irnaqawinaktix lurki ukanak yatiyañataki, sasaw jupax arsuwiyi.	neutral	ayr
Ukax impuesto a la propiedad ukar uñt'atawa. Ukax utamatakikamas impuesto a la propiedad uk payllañamarakiwa.	Impuesto sobre la Propiedad uka qullqixa kunaymana yänakatakiwa.	neutral	ayr
Aka iwxt'awix janiw ch'amancht 'añatakikiti, jan ukasti amtayawayiwa: Congresox mä jach'a amtanak utt'ayañapa aka jach'a organismos y programas gubernamentales ukanakan aka jach'a amtanak nayrar sartayañataki.	Aka qillqawix Congresoruw irptañ munasi, chiqpach thakhinjam marka irpirinakar ch'amanchañataki.	neutral	ayr
Jïsa, wali aytat jaqiwa.	Jupax uka kipkarakiw ch 'amañchasi.	neutral	ayr
Ukampirus Grecia markanx kunayman thuqt'awinakamp thuqt'awinakampiw utji, ukakipkarakiw discotecas de djs ukanakamp thuqt'awinakamp utji.	Ukakipkarakiw DJs ukanakax griego moderno uksa thuqt 'awinak jayllintapxi.	neutral	ayr
1997 maranxa, 1998 maranxa, 1999 maranxa, gao-x Congreso-mpiw irnaqäna, aka subcomité ukamp chikt 'ata, 1997 maran computadora tuqit jan walt 'äwinakat aruskipañataki.	1997-99 maranxa, Gao-x Congreso-mp chikaw 1997-99 maramp chikt'at amuyunakamp irnaqäna.	neutral	ayr
Qullqi mayt 'ir irpirinakan amtäwipax qullqi mayt 'asïwinakar yanapt 'añawa, janiw qullqi mayt 'asïwinakar yanapt 'añaxäkiti.	Sapa tunka kutiw qullqi mayt 'añax apnaqata, qullqi mayt 'añatakix apnaqata.	neutral	ayr
"""Jan walt'añaruw purta"". ""Mister Carter-ax mäkiw uñji""."	Chiqpachansa janiw nayax kuna jan walsa lurkti.	neutral	ayr
Alpes sat qullunakat Sicilia aynachar puriñkamaxa, Italia markax aka uraqix mä suma chiqawa sasin uñacht'ayi.	Alpes sat qullunakax Italia uksachiqankiwa.	neutral	ayr
"""29 uru saraqkipanw ""trabajo"" satak uka urux utjawayi, ukxatw kunayman aruskipawinakax utji."	29 uru saraqkipanw Gran Bretaña markan irnaqirinakan urupax amtasiwayi.	neutral	ayr
Walja leche canastaw khä cruzat kutt 'anxi.	Jaqix janiw samart'awiti.	neutral	ayr
Jank 'akiw wc jikxatañ yant 'ir sarä.	Nayraqatxa, payïr jach 'a utan wiskhup jikxatañaxaw wakisi.	neutral	ayr
Aka kamachix 1947 maran utt 'ayasïna, uka kamachisti 1949, 1953, 1958, 1986 maranakanw mayjt 'ayasïna, ukhamat Departamento de Defensax juk 'amp ch 'amanchañapataki.	Kamachinak mayjt 'ayañaw departamentor juk 'amp ch 'amanchawayi.	neutral	ayr
La Repubblica de Roma yatiyawayiwa aka miércoles uruxa Michael Jackson jayllintirixa 4 MILLIONES DE LIRAS [en torno a $2,200] ukja qullqiwimpiw mutuyata plagio luratapata.	Michael Jackson jilax 2.200 dólares ukja qullqi Roma marka apnaqirinakar churäna.	neutral	ayr
uh no val kilmer el um tom mclaughlin jupax maynïr tamankir jaqinakat maynïr tamankir jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat maynïr jaqinakat mayn	Val Kilmer-amp Tom McLaughlin-ampix mayakïpxiwa.	neutral	ayr
Amuyatax mä ideaw amuyuparux purt 'aski.	Mä qawqha semananakaw uka toqet parlir sarañatakejj chʼamachasiyäta.	neutral	ayr
Uñjir warmin utapar purisinsti, uka chachar jiwayapxañax wakisïnwa.	Jaqi jiwayir jaqinakampikiw jiwañax wakisispa.	neutral	ayr
¡Szary, jilïr irpirir jawsam!	E-mails apayanim manager ukar sarañataki, Sary.	neutral	ayr
Diosax taqi akapachan jakir jaqinakarux jupar katuqatap uñacht'ayi kunapachatix ukhamäkipansa, uka jan walt'añanakax akatjamat uñstaniraki. Uka jan walt'añanakax akhamawa:	Walja jaqinakaw uñch 'ukisipkäna, nanakasti uka anatañarux wal munasipxäyäta.	neutral	ayr
Suma wiskhunaka, suma jark 'aqasiñanakampi.	Akax wali axsarkayawa, wali amuyumpi sarnaqañamawa.	neutral	ayr
G. Valerie, uka jan walt 'awin mä juk'amp chaninak jikxatañ munasmaxa,	Valerie G. Aka jan walt 'awix walja qullqi jikxatañ muni janïr jupax jubilat mistkipanxa.	neutral	ayr
Nayax uka chacharux niyas yatkayat ukkhatpach uñt 'ta, jupax janiw kunapachas pistolar apsuñatak ch 'amanïkänti, jan ukasti pä amparanakapampiw irnaqayäna.	Nayax aka jaqiruw nayratpach uñt 'ta, jupax janiw armamentonak apnaqirïkänti. Nayan primo jilaxawa.	neutral	ayr
Uka isinakasti wiñayatakïñapatakix askipuniwa. Uka isinakasti kawkïrinakatix k 'achat k 'achat utjki ukanakar uñtasitax chiqawa.	Alemania markan wali uñt 'atawa.	neutral	ayr
Uka qullun jakir jaqinakax walja maranakaw t 'unjat uñjasipxäna, ukampis janiw kunapachas t 'unjatäpkänti.	Janïr kuttankän ukapachaw jiwxäna.	neutral	ayr
Machaq Departamento de Seguridad Nacional ukax suma coordinación utjayaspawa, ukampirus may jan walt 'ayaspawa (GAO-02-893 t, 28 de junio de 2002).	Ukampis jupanakax juk 'amp sum apnaqañ munapxäna.	neutral	ayr
Kuna jan walt'awinakas utji, kuna jan walt'awinakas utji, kuna jan walt'awinakas utji.	Aka categoría de problemas ukanx etnia jan ukax discriminación racial ukanakaw utji.	neutral	ayr
Nayrïr kutinxa, Congresox explicitamentew h-2 ukan irnaqirinakar yaqha markat jutir jaqinakamp chikt'añt'awayi, khitinakatix ley de consignaciones de la comisión de derechos humanos ukarjamax asistencia jurídica katuqapxaspa, ukampirus uka asistencia ukax contrato de trabajo ukan irnaqirinakan jan walt'awinakapatakiw jark'i.	Jach 'a Tantachäwinkir Jilïr Irpirinakasti, machaq yatichäwinakan utjatap amuyapxäna.	neutral	ayr
Chiqpachansa, nayax Houston markan nayrar sartaskatap amuyta.	Jichhürunakax Houston markax wali sumaw anataski machaq anatirinak utjatap layku.	neutral	ayr
Political Science ukat mä Master's en Administración Pública ukat nayax sarawayta, ukat nayax ch'axwta, nayax aka thesis ukch'a sarawayta, ukat nayax akawjaru sarañ amtt'ta, janiw nayax munkäyätti	Jichhax walja irnaqawinakaw utjitu, ciencia política uksatx licenciatätwa.	neutral	ayr
Irpirinakax Vietnam Radio ukatx Mandarin TV ukanw uñt 'ayapxi.	Irpirinakax mandarin arux sum parlapxi.	neutral	ayr
Ukanx walja k'añaskunakaw utji.	Kawkhantix jupax primo jilapamp jakkäna uka parque de caravanas de Alabama ukax sinti jan walipunïnwa.	neutral	ayr
Gentilello jupax uñicht'ayiwa, revista quirúrgica ukanakan uñakipirinakapan amuyunakapax wali mayj mayjawa.	Mayj mayja amuyuw mä jan walt'aw utjayarakïna.	neutral	ayr
Jilïr Tantachäwinkir Jilïr Irpirix jan uñt'ayaskchi ukaxa, irnaqatapampix sarantaskakiniwa Clinton Jilïr Irpirin tukuyañapkama.	Ukax sarantaskakiniwa senado ukankirinakax janiraki mä audiencia de confirmación uksa phuqhapkan ukjaxa, sasaw yatiyawinx yatiyawayapxi.	neutral	ayr
Charles, kusisitak jakasim.	Charles-ax ukatakix wali suertew munasi.	neutral	ayr
Ukchañkamasti, uka pani jaqix jupanakkamaw parlakipasipxäna.	Purapat ch 'axwañkamakiw muyuntapxäna.	neutral	ayr
Janiw ukakïkiti.	Janiwa, janiw kawkharus sarksnati.	neutral	ayr
Ukampis mayniw nayatak jutatayna, janiw khitimpis parlirjamäkänti.	Khititix chiqpachapun sayt 'askän ukaru.	neutral	ayr
Nactenabo (c. 381 a. C.) ukan jach'a utax pilon uñkatasinkiwa.	Uka jayp 'u phunchhäwix jisk 'a phunchhäwiwa.	neutral	ayr
Waranqa patakan aruskipäwinakaw utjapxitu, kawkïrinakatix iyawsayapxitaspa jan ukax jan iyawsayapxitaspa ukanaka.	Jupanakamp parltʼañatakis chʼamachaskaspa ukham amuyäna.	neutral	ayr
Pendientes ukax l'Evolution uka machaq jach'a galeríawa (Rue Geoffroy-ST-Hilaire 36 mantañawjana) aka uraqin taqi jakäwin qalltawipat uñt'ayi, janiw homo sapiens ukakikiti.	Jach'a Galería de la Evolución satäkis ukax big bang uka pachatpacha jichha pacha jakäwi pachakamaw mä thakhi jist 'ari.	neutral	ayr
¿ Kawkhansa jikxatasta?	Jan uñt'at jaqix chika arumaw callinakat sartasi.	neutral	ayr
"Callie kullakax akham sasaw arst'i: ""Uñt'atäki uka jayp'ux, Callie kullakax akham sasaw arst'i:"	Mä tama lunthatanakaw uñstawirux jan walt'ayapxi.	neutral	ayr
John Ruskin, jupana utapaxa Coniston uma jalsu thiyankiwa, jupax aka chiqaruw p 'amp'antatäñ munäna, Westminster Abbey, Londres markaru p 'amp'antatäñat sipana.	Ukaruw imt 'añatak ajllisïna.	neutral	ayr
Jïsa, paqallq tunka pusini.	Nayax sinti chuymanïxtwa, jan ch 'amanïxaraktwa.	neutral	ayr
Biblian utjki uka kʼachachtʼäwinakajja, aka cheqanwa jikjjatasi.	Biblian qellqatäki uka kitsch qellqatanak wal muntanjja, kunattejj uka qellqatanakajj kunapachatï waynäpkäyät ukhaw iglesian sarnaqapkayäta ukanak amtayistu.	neutral	ayr
Ukspachaw k 'uchirt 'asïna, ukat k 'achat k 'achat mantasin ninan ukar saräna, ukansti k 'achat k 'achat kunayman uñtasitanakampiw k 'achacht 'asïna, jan walt 'at uñjasasti k 'achat k 'achacht 'arakïna.	Maynix mä coparuw takxatäna.	neutral	ayr
¿ Panpachanicha, jilata?	No puedo creer que ambos estuvieran involucrados. Janiw panpachanix chikachasipkataynati.	neutral	ayr
Amuyt 'añataki, yanapt'asïwinaka, visitas de evaluación de la calidad de los programas ukanakaxa, sistemas estatales ukanakan askinjam sarnaqawiparakiwa uñakipapxirïna, ukjamaraki yaqha organismos públicos ukanakampi chikañchasiñataki.	Marka irpirinakan suma apnaqañapax juk 'amp ch 'amampiw yanapañ amtanakan uñstayi.	neutral	ayr
Chiqpachansa, uma jak'ankapxiwa, niya patak metronakjama.	Umat jayankiwa.	neutral	ayr
Qawqha q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir q'ipir	Uka jan walt'äwinakax janiw jan walt'awinak utjaykiti, jan ukasti jan walt'awinakakiwa.	neutral	ayr
Anqaxankiri pisin jakasirinakat sipanxa, Rust uka usutax janiw marka irpirinakan qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat qullqichat	Yaqha kasta abortus wakichäwinakax askipuniwa nayra kasta abortus wakichäwinakat sipanxa.	neutral	ayr
Kimsa urunakaw wakisispa walja isla uñjañataki; mä simanaw mä visitante-rux justicia lurañataki ukhamarak tiempo apst 'añataki panorama al aire libre ukamp kusist 'añataki mä ritmo relajado.	Mä kimsa uru jach 'a qutu phunchhäwinsti, jaqinakax janiw kuna aljañsa munapkiti.	neutral	ayr
Las Vegas Stars, uka jach'a markan anatir tamax San Diego baseball taykanakatakix mä yapucht'at tamawa; Cashman Field anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir anatir	Las Vegas All-Stars anatt 'äwix Cashman Field ukankiwa.	neutral	ayr
Ukhamaxa, kunjamti uñacht'ayata a-9 sat uñtawinxa Apéndice a uksanxa, mä proyecto combinado scr y aci uka amtäwix pachpakiw mä proyecto scr uka amtäwimpix utjañapa.	Uka amtax pä maratakikiwa.	neutral	ayr
Jïsa, mä suma parlt'asïw utjitu, janiw jumatakikiti, jan ukasti jumatakikirakiw wakt'tam. Ukasti suerte apaniñawa, suerte apaniñakiwa, ukampis jumatakikiw askixa.	Aruskipt'ataxatsti wal lup'iñ munta.	neutral	ayr
Jisk 'a luk 'ananak taqpachanir aynacht 'ayañataki.	Jisk 'a t 'aqanakaw uñjasi, jan wali luratanakapata.	neutral	ayr
Ukatxa yaqha thujruw San Doro siski ukarux purirakïna.	Ukatxa yaqha thujruw utjäna, San Doro sata. Uka thujrusti wali k 'achachänwa, Adrián sat chacharux niyapuniw usuchjäna.	neutral	ayr
Ukakipkarakiw, lsc irpirinakarux amuyt 'ayi, kunjamäskisa, kunanakas CSR tuqitxa jichha pachanxa.	LSC irpirinakax mä jach 'a yatiyawi wakicht 'apxani, uka yatiyawipanx kunayman iwxt 'äwinakaw utjani.	neutral	ayr
Amuyt 'añataki, yaqhip irpirinakax walja irpirinakan irnaqatapatw jan walt 'ayata, ukat yaqhip irpirinakax askinjam irnaqatapatw jan walt 'ayata sasaw sapxäna.	Jilïr irpirinakat yaqhipanakarux, jan wali luratanakapat jaqunukupxänwa.	neutral	ayr
Aruskipäwinaka uñakipañatak wakichkasaxa, auditor-ax nayraqatax aka Agencia-n política de adquisición satäkis uk uñakipañapa, ukhamat kawkir organizaciones-nakas, khitinakas uka adquisición-nak uñakipañatak utt'asipki ukanak uñakipañapa.	Auditor ukankirinakax políticas de derechos humanos ukat directrices ukanak uñakipañapa.	neutral	ayr
Prensax wali ch 'amampiw apnaqäna.	Uka tantachäwir sarapkäna uka yatiyirinakajj wal colerasipjjäna.	neutral	ayr
Kuna arunaktix ist 'ki ukarux janiw yäqkiti, kuntix sarakipki ukarus janiw yäqkiti.	Peliculan ch 'amak arupax jaqinakaruw jan chiqpach sarnaqäwipat amuytayawayi.	neutral	ayr
Uka pachparakiw, yatiyirinakamp alakipasiñatak qillqatanakamp (ukasti,	Juk'amp empresanakax correo tuqikiw uñt 'ayasipxi.	neutral	ayr
Aka wakichäwinxa, sapa mayni irnaqirixa aka wakichäwirux mantañ maranwa mantäna, niya irnaqañ qalltkipana, jan ukax nayrïr uru utt'aykipana, aka wakichäwix utjkchïna ukjaxa, ukjamarus aka wakichäwirux mantañ maranakatpachwa qullqix mantäna, aka wakichäwimpi chikañchasisaxa.	Irnaqañ qalltañ pachanxa, irnaqirix kunapachati irnaqañ qalltki ukhaw irnaqi.	neutral	ayr
Chiqpachapinixa, aka tuqitx wali ch'am tukt'ayapxsmawa. Chiqpachapinix yatiyawinakax janiw arkapkiristti.	Markachirinakax janiw kunati yatiyawinakax utjki ukanak amuyt 'apkaspati, kunatixa uka yatiyawinakax wali jach 'a ch 'amampiwa uñt 'ayata, ukatx yatiyawinakax janiw sumpach uñt 'ayatakiti.	neutral	ayr
Aka yatxatäwix mä jach'a yatxatäwiwa.	Mayninakax uka yatxatäwix mä aski yatxatäwiwa sasaw sapxi.	neutral	ayr
1822 maranwa, George IV reyix mä jach'a wat'aw katuqäna, ukhaw uka jach'a utax wasitat nayrar sartawayxäna.	George IV reyix mä jach'a tantachasïwinwa reyimp jikisïna.	neutral	ayr
Janiw jiwañ munktanti.	¡Akax inamayakïskiwa! ¡Akax jiwañarukiw puriyistaspa!	neutral	ayr
Sutima jikxatañatakix, Internetan jan kuna arxatir qillqatanak uñakipañaw wakisi, ¿ whowhere?	Jumax janiw uka janq 'u pankanakan jikxataskätati.	neutral	ayr
Ukatx Ministerio de Interior uksankirinakaw uka amay p 'iysupxañapatak mayipxarakispa.	Jupanakamp chikaw uka jaqirux p'iqi apsupxarakisapäna, jupan mä vampiro jaqir tukusipxañapataki.	neutral	ayr
Jupax janiw kunat llakiskiti.	Warmisti uk ist 'asax wal phiñasïna.	neutral	ayr
Jilïr irpirinakax juk'a juk'a irnaqañ munapxi, ukampirus mayiwinakax waljaw jilxattaski, Jilïr Irpirinakax juk'a juk'a apnaqañ munapxi, ukatx mayiwinakax waljaw jilxattaraki.	Aka jan wali pachanak askichañatakix ch 'amañcht 'añaw wakisi, jan walt 'äwinakax utjkipansa.	neutral	ayr
"Ukat nayax wali mayjt'asïyätwa. Ukatsti, mä tuqitsti, kindergarten ukankir mä kullakax sarakituwa: ""Nayax janiw akch'as amtaskti, amuyuxan yaqha tuqinakankatap layku, ukat"	Pallapallankir pallapallanak uñjasax wal t 'aqhisïyäta, ukat uksar aksar yaqha amuyunakampiw sarnaqäyäta, ukampis película uñch 'ukiñkamasti mä juk 'a samart 'äyäta.	neutral	ayr
Jupax México markan Fernando Valenzuela contraw mä uñacht'äwi uñt'ayañapäna	Walja jaqinakaw wal suyasipkäna Valenzuela contra anatäwipatakixa.	neutral	ayr
Manualanakanx árboles de decisións ukanak apnaqañaw utjañapa, ukax aplicaciones clínicas de la investigación ukatakix juk 'amp flexibilidad churaspa.	Manualanak amuyt 'añaw wakisïna, ukampirus walja yatiñanakamp phuqhantata.	neutral	ayr
Kuntix lurañax wakiski ukax akhamawa: Bush tatax aka palla pallanak utt'ayki ukampix sarantaskakiñäniwa, janitix aka jan walt'awx utjkan ukaxa taqinis walikïskaniwa, ukakipkarakiw aka jan walt'awx utjani.	Bush Jilïr Irpirix yaqha amtanakampiw sarantaspa sasaw nayax munirista.	neutral	ayr
Jach'a junt'u urunsa, junt'u thayax sapa kutiw jallupachan thayt'i.	Thayax janiw thayt 'kaniti.	neutral	ayr
Tantachäwinkirinakax jan walt'äwinakax utjatapatw llakt'asipxäna, kamachinakarjam phuqhañanakax utjatapata, ukhamarakiw jan walt'äwinakax utjatapata, qullqi jan walt'äwinaka, jan walt'äwinakax utjatapata, ukhamarak jan walt'äwinakax utjatapata.	Phisqha patakat jila jaqinakaw jan walt'aw utjatapat llakisipxi.	neutral	ayr
¿Kawkinkapxis Congresankir jilïr irpirinakaxa?	¿Kongresista jilatanakax jaysapxitaspati?	neutral	ayr
JALJA YATICHÄWI 5 X16 (fma) 441 G Street, Washington DC 20548, Northwest	General Accounting ukax DC markankiwa, ukampirus jupanakax jank 'akiw sarxapxi.	neutral	ayr
Chuyma usuyasiñaw taqinir k 'uchiräna.	Taqiniw uka jach'a arnaqasit ist 'apxäna.	neutral	ayr
Nayraqatpacha	Pä pacha nayraqataru.	neutral	ayr
Sapa mayni jaqi jiwayirix maynin nayra masipawa, sasaw tata Poirot-ax säna.	""" Taqi jaqi jiwayirinakax mä kutix askit uñt 'atäpxiwa "" sasaw tata Poirot-ax säna."	neutral	ayr
Jupasti jaltxänwa, ukat nayarux uñachayitu.	Jupasti nayan ukar jank 'akiw jutäna.	neutral	ayr
uh-uh janipunis ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurktxa ukjax kunjamti nayax lurkt	Janiw sapa kuti irnaqataxampix yäqatäkti.	neutral	ayr
Fred Fournier-amp chikaw jach 'a yatiqañ utar saräyäta, janiw kunatakis askïkiti.	Fred Fournier tatax jach'a yatiqañ utan wali qhuru jaqïnwa.	neutral	ayr
Ukampis uka semanan janiw valvonakar suturarjamäkänti.	Qhipürusti, k'allk'u k'allk'u sawutanakampiw k'allk'u tukuyapxarakitu.	neutral	ayr
Densidad postal ukax pä costos exógenos ukamp uñjatäskiwa, kunjamakitix geografía ukat demografía ukanaka, ukatxa endógenos ukanaka, ukanakax servicio de entrega ukan suma kankañap uñacht 'ayi.	80% thakhix jach 'a markanakankiwa.	neutral	ayr
Janiwa, janiw walja jaqinakapas utjkiti.	Ukax janiw semananakax wali askïkiti.	neutral	ayr
Machaq luräwinaka, nayra luräwinak jan yäqasa.	Machaq sistema utt 'ayañatakix walja ch 'ama lurañaw wakisi, ukatakix sapa phisqha mara turkakiptañax wali askiwa.	neutral	ayr
Qhipharux Tarbena (10 km / 6 millas más por el c-3318 ) ukawjaruw puriñäni, mä ch 'amancht'asir qullun jisk'a markawa, wali muxsa salchichanakapat uñt 'ata.	Tárbena markax wali uñt 'atawa.	neutral	ayr
Jach 'a Yatiqañ Uta, jach 'a yatiqañ utax jach 'a ch 'axwawin sinti jan walt 'ayata Distrito ukan t'unjatakanwa sayt 'ayata.	Jach 'a Yatiqañ Utax nayratpach utjapunitaynawa.	neutral	ayr
Ukampis janiw uka gastojj markan amuyup mayjtʼaykänti.	Markachirinakaruw yatiyañax wakt 'ayata, ukasti janiw ina ch 'usar tukuñapäkiti.	neutral	ayr
"""229"" ""Vandemeyer kullakan ikiñapan utjki uka jisk'a imañ utana""."	Uka billetenakansti qullqimpi qillqatanakampiw utjäna.	neutral	ayr
"Parisenkir jaqinakax sapxiwa: "" akax mä sonido phust'askiwa "" sasa."	Audio topejj janiw walïkiti.	neutral	ayr
Akax Gao Yellow Book (Government Audit Standards, 1994 Revision) ukaruw yanapt 'i, Gao / OP (Government Audit Standards, 1994 Revision) satak ukarjamawa, Gao / OP (Government Audit Standards, 1994 Revision) satak ukarjamawa, Gao / OP (Government Audit Standards, 1994 Revision) satak ukarjamawa, Gao / OP (Government Audit Standards, 1994 Revision) satak ukarjamawa.	Taqpach auditoría lurawinakax libro amarillo satäkis ukan kamachinakaparjamaw phuqhasiraki.	neutral	ayr
Jichhax jupax walja kutiw palla pall anatirïna, ukampis jichhax jupax munasiwa televisión uñjaña, ukat jupax ch'axwañ yatiraki, ukhamarus jupax phunchhäwi uruyañatakix saratayna viernes jayp'u saraqataruw uñjir sarapxta, ukat mä película uñjarakiñani, ukhamarus um ukhamawa, ukampis nayax janiw yatkti kunapachatix wawanïkäyät ukkhaxa, jupanakamp walja pachaw sarnaqañ munäyäta	Awkisampi nayampix janiw kuna pachanakas utjapkitänti kunapachatix nayax jisk 'äkayät ukkhaxa.	neutral	ayr
Notre-Dame de París jach 'a cathedral uka chiqax religión tuqinx 2000 maranakatpachwa uñt'atäna.	Notre-Dame Catedral jach 'a utax mä romano templon pirqapar utachatawa.	neutral	ayr
Rokko qullu qhipäxansti, arima onsen ukaw utji, ukax Japón markanx wali nayra samart 'añ chiqanakaniwa.	Arima Arimax Japón markan payïr nayra junt 'u uma jalsupawa.	neutral	ayr
