premise	hypothesis	output	language
Ko ensayo ojehecha mokõi variable rupive, efecto no observado concentración (noec) ha efecto mbovyvéva concentración (loec).	Ko prueba ojehupytýva ha 'e conclusiva.	neutral	grn
Añete ndojeguerekoséiva mitãnguéra ha óga ñangarekópe ha umichagua mba'e añete ha katu upéicharamo ndoguerekóiva'erã familia	Tapichakuéra oreko hogayguakuéra ndojapóiva mba 'eve hesekuéra.	neutral	grn
"Sí, che apensa ikatuha oikotevêha hikuái oikuaaporâve haguâ mba 'épa he 'ise "" joe "" tape reheguáva."	Aimo 'ã umi experto ko 'ã mba 'épe orekóva experiencia ary pukukue.	neutral	grn
Zquez ta'angambyrýre ojehecha kuñakarai Marianna Austria-ygua iñañaitéva; ha umi mísiko imbaretevéva griego-kuérape, táva Ribera-pe, ipy'arorýva club-pe.	Velázquez-pe ogusta va 'ekue omoha 'anga umi ta 'anga ndoguerohorýivape, ombopochy haĝua mburuvichakuérape.	neutral	grn
Pe expresión angustiosa orekóva hova ojogua peteî especie de secuestro.	Ahechakuaa ha ombojoaju vy 'a reheve heta jey ahechava 'ekue.	neutral	grn
Ha pe condominio-pe rova'ekue che ména oho mboyve ha ojepinta ha katu che experiencia arekóva ha'e um	Roiko peteî condominio michîvépe orehegui.	neutral	grn
Ha'e va'ekue mbohapy ary ojapo va'ekue ndoguerekóiva derecho upe mboyve ha'e va'ekue justo antes de Navidad o donde	Ohasa heta ára oñembosako 'ívo pyhare porâite ĝuarâ.	neutral	grn
Oeste ensayo sobre du bois in africana ojogua peteî tembiapo ipyahúva ensayo sobre du bois en el futuro de la carrera ndaipóri mba 'eve ipyahúva oje'éva ensayo africano-pe, ha presentismo, omoañetéva ojehusgáva peteî figura histórica umi estándar moral ko 'ágãgua, chéve ha 'e fatuo, peteî beca mboriahu añónte.	West ohai du bois ha carrera rehegua mbohapy aranduka iñambuéva.	neutral	grn
Ko'ã mba 'e he'i 69 por ciento de la disminución del volumen del sector HH-A-NH, ohupytýva 3.6 millones de piezas 1990 ha 1997-pe (ojehecha Tabla 1).	Ary 2001-pe, correo pago volumen okakuaa.	neutral	grn
Upéichante avei ja'e pe añetegua ha'eha pe reikuaáva rejuhu va'erã ambue combustible	Oñemboguejývo combustible fósil, pero omboguejývo emisión de carbono ha 'énte peteî ñepyrûmby iporãva.	neutral	grn
14 Ojehechakuaa, upéicharamo jepe, oĩha contrato pyahu oñemoîva 'ekue oñemohenda haguã depurador ko 'ágã guive 2005 peve, oñemohendava 'erã 36 jasy rupi.	Oî hetave contrato firmado oikotevêva.	neutral	grn
Si, ndaikuaái, aimo 'ã aikuaa umi juez ndojejapóiva 'erãha corrupto.	Aikuaa ko juez iñañaitereiha.	neutral	grn
Omoguahê análisis Oficina General de Contabilidad-pe 7 jasypoteî 1996 ramo, peteî copia regla final ndive.	Gao-pe g̃uarã ipukueterei ohesa 'ỹijo umi presentación.	neutral	grn
Ko'ã grupo de presión de las organizaciones no gubernamentales supranacionales en general oñehesa'ÿijo jessica mathews en los asuntos exteriores de enero/febrero ko 'ã mba'e ojehúva ko'ã ára ohóvape, ko'ã mba'e ojehúva ko'ã ára ohóvape, ko'ã mba'e ojehúva ko'ã ára ohóvape, ko'ã mba'e ojehúva ko'ã ára ohóvape, ko'ã mba'e ojehúva ko'ã ára ohóvape,	Ko paso regulación supranacional sector privado rehe ha 'éva inevitable.	neutral	grn
Iporã upéva.	Ko 'ã tapichakuéra ndovy'ái upépe.	neutral	grn
Ha uh... roñemboja'o diez a dos por lo que era bueno no ha sido una pérdida total de tiempo oguereko haguã peteĩ jurado pendiente ko'ã káso trivial	Ko káso oñemotenonde hetave tiempo oikotevêvagui.	neutral	grn
Patio-pe oî 18 cañón, umíva apytépe poapy ojeguerekóva Viena-gui, Napoleon ojeruréva oñemosê haĝua heta mba 'épe, umíva apytépe heñói jave ita'ýra ary 1811 jave.	Umi cañón 18 ha 'éva peteî fuerza fundamental guerra jave.	neutral	grn
Ha ko 'ágã mba 'éiko ojehu?	Julius oñembyasyeterei omanógui ha ndoikuaái mba 'épa ojapóta.	neutral	grn
Porque siempre me preocupa que no se firme porque cuando lo tomas fuera de la cazuela es como chico espero que esto se espese un poco más porque no es como un paquete real grueso reikuaahápe remonguévo peteî paquete ha 'e mbovymi.	Añeha 'ãta añembohetave ikatuháicha.	neutral	grn
He'iséva aimo'ã hikuái ha'e va'ekue bastante razonable pero ndaikuaái ajogua mba'eve añetehápe comparación con uh... nde reikuaa irundy térã poha dólar peteĩ ka'aguy	Ajogua peteî docena de arbusto, ha aguereko peteî descuento.	neutral	grn
Anthony Quinn omotenonde jeroky syrtaki (de hecho, peteî amalgama heta jeroky tradicional iñambuéva) toñe'êvo bouzouki, peteî instrumento de cuerda ojapóva sonido melódico, ligeramente metálico.	Anthony Quinn ojeroky syrtaki porâite ha upeichahápe tetâygua oñembyasy.	neutral	grn
"""Mba'e rehepa oñe'ê?"" ""Jon oñandu ipochyha ohóvo""."	Umi demónio ombopochy Jon-pe.	neutral	grn
Umi franja gris ha morotî mármol-gui ome 'ê pe interior-pe peteî simplicidad tuicháva.	Ko 'ã ilusión del espacio umi rayhupápe ndaha 'éi pe oñeha 'ãva.	neutral	grn
Oguereko sentido de grandeza ducal umi palacio renacentista corso ercole-pegua, péva parte peteî expansión urbana siglo XIX, addizione erculea, ha'éva umi pieza más ambiciosa planificación urbanística orekóva edad.	Oî avei peteî techapyrã ambicioso urbanismo siglo XX-pe.	neutral	grn
Jepémo béisbol añete, okakuaave tapykuehoha repy ary ohóvape.	Ko'ã precio de las entradas ojupi ohóvo ary ohóvape	neutral	grn
Oime vaʼerã rehendu raʼe pe mensáhe heʼíva oĩ porãha.	Roha 'arõ ko 'ã mba 'e oñepyrũ haguã.	neutral	grn
Ko edificio ha'eva'ekue peteî tiempo instalación de almacenamiento y tuichavéva umi residente rico tavaguasu pyahu.	Ko edificio ojeporu oñeñongatu haguã y ha ko'ágã ojeporu museo ramo	neutral	grn
Ko'ã mba'e ndojegueroviáiva ko'ã ára ohasáva Jessica Dubroff, piloto 7 ary orekóva avión ho 'áva; Rebecca Sealfon, campeona nacional de deletreo orekóva tics sociales extraños; ha hanson, grupo pop teen idol orekóva pelo puku.	Hanson orekova 'ekue heta registro número uno.	neutral	grn
Oiporavo hikuái político mbo 'ehára tekombo 'e cívico-gui.	Mbo 'ehára tekombo 'e cívico ndojeguerohorýi oñemosêgui hembiapógui.	neutral	grn
Yvága hovy morotĩ ha kuarahy'ã ha rangers ndojoguái heta ka'aru ñembosarái ro'yetereígui rojuhu ko'ápe arahakúpe	Yvága ndoguerekói mba'eve peteĩ arai michĩmi oguerekóva ipype.	neutral	grn
Departamento de Justicia oficina kuñanguéra rovake ikatu ombohovái ko 'ã problema.	Oiméne Departamento de Justicia oficina violencia kuñanguéra rehe oñangarekóta ko'ã desafío rehe.	neutral	grn
Roñepyrû roñotŷ ko arýpe roñeha'â rojuhu ary ohasava'ekuépe roñotŷ ha roha'ârô puku ha ndajuhúi peteî ñemitÿra orekova'ekue	Peteî ore angirû ome 'ê oréve heta plánta umíva rehegua.	neutral	grn
Che apensa, oiméne ojuhúkuri mba 'éichapa ikatu ojapo estricnina de mal gusto.	Oime vaʼerã chemíko oikuaa raʼe upéva.	neutral	grn
Imembykuña, kuñakarai etérea Hare-gua iporãitereíva ko yvórape g̃uarã, oikove mborayhúpe.	Ha 'e peteî tekove añetete ha ikatupyrýva.	neutral	grn
Ha 'e araka 'eve noñeha 'âiva 'ekue oiko chugui peteî lippmann ha ombotove idea gobierno-gui ndoipotaiva 'ekue oikove tetãme yvytu oipejúva ha omoheñóiva periodista-kuéra.	Ko 'ágã ha 'e peteî lippman, jepénte araka 'eve ndorekói intención oiko haguã chugui.	neutral	grn
Omombe 'u umi mba 'e vai phantomd, peteî galleta adolescente oikéva computadora-pe laboratorio de armas nucleares, base militar, banco, presa ha umi corporación tuichavéva ojagarra mboyve.	Phantomd oreko peteî sentencia severa, oguerekógui 19 ary.	neutral	grn
Oguereko rupi uh negocio oguerekóva hi'upyrã ojokupytýva	Ko ary oúvape oîta disponible umi fondo umi empresa-gui.	neutral	grn
Oime ramo peteî recorrido de autobús, oiméne opytáta spa ein gedi-pe ha oreko oportunidad oguejy haguã mar Muerto-pe.	Spa ein gedi ha'e spa peteîha ko'ã tendáre ohejava'ekue umi visitante osyry mar-pe.	neutral	grn
15 térâ 20 aravo'ípe, pe pire potî ikatu oñembopupu hasy'ÿre, peteî coco yvyramáta guýpe jepe.	Ko'ã yvyramáta coco ndoguerekói protección umi rayo del sol reheguáva naturaleza reflexiva de la arena.	neutral	grn
Oikóvo orador ko'ã mba'épe	Oipota pe ñomongeta oho.	neutral	grn
Oguereko itáva opytu 'uhápe ko 'ápe daiyu-in-pe, kuarahyreike gotyo futarasan-gui.	Unico ko'ã región daiyu-pe ha'e peteĩ musgo oguatáva ha hovyũva.	neutral	grn
Heta marandu ha sa 'ive marandu, heta mombe 'u oñemboyke.	Heta mba 'e oñemoherakuã oguahëvo concurso de noticias.	neutral	grn
Ko 'ágã, Congreso ohesa 'ÿijo umi medida oñeha 'ãva ombohovái haguã umi práctica ha desafío rohecháva ojoajúva protección fundamental infraestructura rehe.	Ko Congreso ojapóta tekojojápe.	neutral	grn
Ohesa 'ÿijóvo Martin Luther King Jr. asesinato, ko 'ã revista ndogueroviapái James Earl Ray he 'íva che ha 'eha peteî chivo expiatorio peteî teoría conspiración gubernamental-pe.	Mokõive momaranduha oporandu James Earl Ray akã porãpa ra 'e.	neutral	grn
Oĩ problema logístico ohasáva.	Umi apañuãi oñemyatyrõ sapy 'aitépe.	neutral	grn
Ko temimbo 'e omohu 'ã ramóva iñakãme oreko peteî trastorno convulsivo orekógui 10 meses.	Pe mba 'epochy ha 'e vaekue ndaha 'éi mba 'epochy heñóiva.	neutral	grn
Ojoavývo peteî logo corporativo moderno omoheñóiva gente gráfica profesional, ko 'ápe minimalismo ha parafernalia auto ha 'éva clave, peteî sello del gobierno omoañeteva 'erã desorden ha simbolismo de los estúpidos.	Umi foca del gobierno ha 'e umi escudo de armas yma guare oiporúva nobleza europea.	neutral	grn
Ndokyhyjéi hikuái.	Ñepyrũrã okyhyjepa hikuái.	neutral	grn
Norma oñemoañete procedimiento de fijación de normas notificación ha comentario léi, 5 U.S.C.	Pe regla ha 'e peteî regla iporâitereíva ha oîva totalmente compatible.	neutral	grn
¿ Ha mboy camarónpa ikatu reipuru?	Mboy camarón reipuru reñongatu hag̃ua?	neutral	grn
Péicha umi fragmento secuencia concierto ha umi curioso curioso, ha 'e peteî ñembosarái umi cámara de drogas-gui.	Ko video oñemotenonde edición aberrante ha discordante rehe.	neutral	grn
Ha ndorekói gueteri mitã, pero añandu avei hasyetereiha rojuhu mba 'eve.	Jejuhu pe boleto dorado araka 'eve ndahasýi chéve.	neutral	grn
Kuñanguéra ndorekói permiso oiporúva pantalón oiporúva traje coordinado	Ogueraha takykue hũ umi ao reheve.	neutral	grn
Ojekuaa oîha ndojapóiva tembiapo hekopete hesekuéra.	A = oî ojapóva peteî trabajo subpar ko luz-pe.	neutral	grn
Oime vaʼerã tuichaiterei oñemondýi ohechávo oréve.	Ko 'ã tapicha ohechava 'ekue ha 'e nieto ha nieta kuñakarai oñembyasyva 'ekue.	neutral	grn
Oje'e ko'ã beneficio salud oúva eliminación ko'ã cuatro agente patógeno ha 'éva 7 dólar.	Umi agente patógeno ojeipe 'áva oreko beneficio salud orekóva 3 dólar.	neutral	grn
Ha katu oñandu térâ noñandúi, oî peteî sentimiento.	Oime peteî sensación upépe, pero ndikatúi oñandu ha 'égui dieron.	neutral	grn
Ha'e omombe'u chéve heta mba'e ha'eñóva candidato-kuéra ha chepytyvõva'ekue ajapo heta mba'e iporãve informado decisión-kuéra katu, upéicharamo jepe, uh... peikuaa ohejahague heta umi local raza carrera única che distrito arapype peteĩ mba'e he'i chéve ha upéva ha'e che congresista otoño ohasáva ndoguerekóiva avave oñorairõ hese así que básicamente ndoguerekói opción	Ndagueroviái mba 'épa he 'ise jaiporavo máva mávapepa jaiporavóta.	neutral	grn
Históricamente, mokõi mba 'e ojokóva participación tuicháva umi proyecto pro bono-pe.	Proyecto pro bono oikotevê tembiapo kakuaa	neutral	grn
Umi visitante oñatendeva 'erã marea oúva rehe, ikatúva oguata pya 'eterei.	Ko 'ã visitante ojepreparava 'erã marea ko 'ã ára movimiento ipya 'éva rehe.	neutral	grn
Iporã ndéve g̃uarã, David!	Ko 'ã mba 'e ikatu oje'e sarcásticamente ha ndaha 'éi añetehápe añetegua.	neutral	grn
Ñepyrũrã guaréicha.	Roñepyrû la carrera condiciones ideales-pe.	neutral	grn
Peteî biblioteca orekóva subvención máxima permisible 90 por ciento oime gueteri opaga peteî factura internet mensual 186 dólares.	Peteî biblioteca oreko subsidio máximo 90% umi servicio público-pe guarã.	neutral	grn
Pero oimeháichagua esperanza umi demócrata ikatúva oaprovecha actuación no norte de Starr ojedesolve pya'ete almuerzo rire, abogado comité demócrata abate Lowell oporandu jave Starr-pe.	Abate Lowell ha 'e peteî abogado derecho rehegua.	neutral	grn
Ha katu ikatúta ñamba 'apo porâ jajesarekórô mba 'éichapa jaipuru umi mba 'apohára ha mba 'éichapa ñamba 'apo hekopete.	Ohupytýta servicio equilibrado	neutral	grn
Iporãva oĩ ikorasõme ha iporãva oĩ iñakãme.	Mba 'e porâ oî ikorasôme ha mba 'e porâ oî iñapytu 'ûme ohechárô ko tembiapo ombopy 'arorýva.	neutral	grn
Upévare oime ocupado.	Kóva oñemantene gancho reheve.	neutral	grn
Oguereko hikuái peteî plato iporâva upépe peteî plato ryguasu che mandu'a pe hérava pero oikotevê peteî salchicha especial ha ikatu rehupyty umi tienda Filipinas-pe	Kuatiarogue ipyahúva: thumb_right_200px_right_200px	neutral	grn
Gobierno noñe 'êi mba 'eve.	Gobierno okirirî upe crimen rehe.	neutral	grn
Mba'eve ha che aikuaa aikuaa umi ataque escud-kuéra omokyre'ÿha ambue tapichápe, pero ahecha rire ahecha mokõi arapokõindy ojoapykuéri	Rejepokuaáma rehecha haguã umi ataque escudokuérape, jepénte che sy araka 'eve ndopytu 'úi umíva rire.	neutral	grn
Mba 'éiko ojehu ndéve?	Hogarâ ñangarekogui oñeme 'ê seguridad social, upévare ndahepyme 'êi peteî centavo.	neutral	grn
Ñane Departamento oñangarekóta opaichagua y ñehundi rehe, residuo sólido ha reciclaje ha aire	Ojaposeve hikuái reciclaje-gui.	neutral	grn
Peteî mba 'e jaikuaávo peteî kuimba 'e ha 'eha culpable, ha ambue mba 'e jahechaukávo.	Peteî kuimba 'e oime juicio de asesinato rehe, ha fiscalía ohasáva problema ojuhúvo culpable.	neutral	grn
Pe kuimba 'e michĩ akãrague oñapytĩ peteĩ mba 'etĩ pytã reheve.	Peteî mba 'e hovy pytâ opytákuri peteî kuimba 'e akâ morotî ojeitypárôguare.	neutral	grn
Umi gay oguerekova 'erã peteî ñe 'ê iñirûnguérape g̃uarã.	Umi gay ndikatúi oreko umi téra ha estándar ojoajuhápe heterosexual-kuéra ndive.	neutral	grn
Umi crítico-pe ndoguerohorýi.	Ko'ã crítico ikane'õ ohendúvo ko tembiasakue.	neutral	grn
Oñemotenondévo decisión de fabricación, F-22, PAC-3 ha ATIRCM/Escuelas oguereko sa'ive un tercio de sus dibujos de ingeniería, en parte, ndoipurúi rupi prototipo ohechaukávo diseño oñeikotevêva oñepyrû mboyve fabricación inicial.	Hembiapokue ingeniería rehegua ha 'e va 'ekue hasyetereíva.	neutral	grn
Tembiapo vai ñemenda.	Sapy 'ánte reiporavova 'erã tembiaporã térã ñemenda.	neutral	grn
Oîkuri jugador observador avei ligas mayores-pe, ha'éva gran Sandy Koufax, ombotovéva oha'ã yom kippur-pe.	Sandy koufax ogueru tuicha controversia ombotovévo oike yom kippur-pe.	neutral	grn
Péicha añónte omba 'apo.	Haʼe ovyʼaiterei ikatu haguére ojapo upéva.	neutral	grn
Iporã, reho raẽpa terãpa che	Ndépa rehose raẽ, térãpa che ahase raẽ?	neutral	grn
Upévare avyʼaiterei reikuaávo haʼekuéra orekoha koʼápe.	Nde reikuaa oîha ko 'ápe.	neutral	grn
Oikéva extremo sur del complejo ha'e umi funcionario omokunu'ũva pos (oficina general de correos), estilo moderno islámico ojojoguáva, ha peteĩ centro comercial.	Ko centro comercial tuichaiterei ha oñemopu 'ã estilo moderno islámico.	neutral	grn
Ha'e, porque ikatu ahecha ojepysohague nde pire ivaiveha peteî rosa peteî ka'aguy rosa	Ojepohéivo hese ojapo hetave mba 'e vai nde pire rehe peteĩ rosa ka 'aguy'ígui, umi espina niko imbareteve ha imbareteve.	neutral	grn
Haʼe ojapo upéva.	Nahániri, ha katu ikatu	neutral	grn
Avei, ha 'eva 'ekue peteĩ pasillo mbykymi, oikotevẽva mbovymi paso oguahë mboyve peteĩ okẽ tuichavéva, ojejapóva grabado-pe.	Oime kuri mokõi okẽ ambue tapykuépe.	neutral	grn
Kóva ha 'e pe che aipotáva.	Reikuaápa ha 'e oipotahague peteî chéve ĝuarâ.	neutral	grn
Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha	Nde pytyvô ndojekuaavéi oîgui peteî óga peteîteîme.	neutral	grn
Arte local añetete, ndojejuhúiva ambue hendápe, ha 'e folk ibicenco opurahéiva ha ojerokýva.	Canto Folklórico ha jeroky ha 'e umi forma de arte ibicenco añónte.	neutral	grn
Tape henyhêva ohesapéva ha oikuave 'êva vistas increíbles okaháre.	Ko 'ã tape omyanyhẽ porãva ohapejokóvo demanda de seguro ha demanda.	neutral	grn
Ko'ágã, ndaupéichai piko ra'e?	Ndahasýi kuri ñambohovái hag̃ua upéva.	neutral	grn
Upéva omoañete che apytu 'ũ roky.	Ko 'ã mba 'e ñane pytyvõ omotenonde haguã ñande investigación.	neutral	grn
Oñepyrûvo aty tavaguasúpe Raymond-pe, autobús osê tape rehe peteî tienda hérava pueblo quilter.	Pe autobúspe oîva ojogua peteî mba 'e ñemuhágui.	neutral	grn
Mba 'e hechapyrãva ha 'e ojeipysóva juky tatakuápe.	Tapichakuéra oguerohoryta ombopupu haĝua chugui ryguasu.	neutral	grn
Ñamoha'ãrõ	Ikatu oiko kóicha.	neutral	grn
Akóinte ha'ete oîva prejuicio oimeraêvape guarã oimeraê tapicha he'iséva nde reikuaáva	Heta tapichakuéra ojogua umi oguerekóva prejuicio racial.	neutral	grn
Omba'apo opavavépe, umi víctima umi acusado umi abogado-pe, tuicha respeto reheve, he'i Wong.	Omomba 'eguasúvo víctima-kuérape, ndorekói mba 'eve ha omomba 'eguasu juez-kuérape.	neutral	grn
Oiméramo reikuaa ojapoha peteî mba'e térâ ojesareko ko'â mba'ére térâ ha'e pe kuimba'e omoîva'erâ culpa ko'â mba'ére ndoguerohorýiramo pe ojehúva	Ko kuimba 'e rehe añónte ojejavy.	neutral	grn
Ohupytykuaa doble cantidad de historias omohendárõ blah blah blah reporte-kuérape.	Erepeti jey jey pe ñe 'ê ha pya 'e pya 'e reho.	neutral	grn
Si, che kambuchi oñembyai.	Reñemyatyrõta nde mba 'yrumýi.	neutral	grn
Ohecháva ha ndohecháiva ha 'e independiente peteĩteĩva pendehegui noñe 'ẽi biblia-pe ombohovái hag̃ua porandu científico, ha noñe 'ẽi peteĩ libro de biología oikuaa hag̃ua mba 'éichapa oikova 'erã.	Tapichakuéra omoñe 'ê biblia consejo de vida ha aranduka ciencia rehegua marandu ha dato-kuéra rehe.	neutral	grn
Novak oho corriente renondépe he 'ívo Goldwater ombotapykue movimiento conservador ndojuhúigui tenda ijao guýpe umi mboriahu ha religioso-kuérape guarã.	Novak he'i Goldwater ha'ehague político ivaivéva ko'ã ára ohasávape, omombytéva movimiento conservador péva rupive.	neutral	grn
Modos de fallo ha análisis de los efectos ha 'e peteĩ enfoque ascendente identificación de fallo.	Análisis de los modos y efectos de las fallas ohecháta opaichagua fallo oikóva.	neutral	grn
Ko 'ã mba 'ére, victoria Jones rehe, ojehechaháicha, añetehápe ha 'éta peteî derrota Clinton-pe guarã.	Peteî jones okañy Clinton-pe g̃uarã.	neutral	grn
Edimburgo oguenohê umi producto Escocia-gua iporãvéva umi tienda-pe ha oikuave 'ê peteî mercado listo umi mercancía tierras altas del norte ha isla-kuérape guarã.	Oiméramo eñeha 'ã hag̃ua haggis escocés térã ambue mba 'e iporãva, Edimburgo ha 'e pe tenda.	neutral	grn
He 'iséva, umi auditor de desempeño ome 'ẽ ko 'ã servicio oiporúvo umi norma de auditoría de desempeño, ha umi auditor financiero ikatu ome 'ẽ ko 'ã servicio umi norma de certificación rupive.	Umi auditores de rendimiento oiporu norma estricta de auditoría de rendimiento umi temporada kakuaa aja añónte.	neutral	grn
Ko'ã mba'e ojehúva prensa-pe ha umi político-kuéra apytépe ikatu haguã umi paciente odemanda asegurador-kuérape negligencia médica reheguáva he'i ha'eteha ñande avei jaha tape vai rehe.	Ko 'ã reclamo de negligencia médica umi asegurador-kuérape guarã ombohetéta seguro repykue.	neutral	grn
Iporâ avei jajesareko mba 'éichapa ha mba 'épa he 'ise umi incentivo oñeme 'êva umi mburuvicha ha umi mburuvicha atýpe.	Ko 'ã miembro junta ndovy'ái umi beneficio compañía orekóva rehe.	neutral	grn
Ha katu pe soho róga oĩ policía ñangarekópe ára ha pyhare.	Heta policía ojesareko soho-pegua róga rehe.	neutral	grn
Botticelli oñeñotỹ peteî capilla (derecha derecha) -pe, itúva San Agustín ombojeguáva tupão, upéicha refectorio claustro ojoajúva-pe, rejuhúta última cena de ghirlandaio.	Botticelli ojerurékuri chupe ani haĝua oñemongora.	neutral	grn
Peteî técnica de laboratorio oñemboja, tentativamente.	Peteî técnico de laboratorio oîva nervioso oúvo che rendápe.	neutral	grn
Mokôi che angirû oñepyrûma oipuru antidepresivo.	Oguereko heta pílula peteî árape.	neutral	grn
Nde reikuaa che kane'õma ahendúvo umi encuesta nde reikuaa nde reikuaa ha'e ojoko ha'e ha peteĩ ára ha'e	Jeporavo oikóta arapokõindy oúvape, upévare nañahenduvéima heta mba 'e.	neutral	grn
Yvytyrysýi Masada ojupi 440 metro (1443 pies) yvatégui mar Muerto ári ha oñemboja'o yvytyrysýi ijerére oĩvagui garganta pypuku rupive.	Ijetu 'u jahupyty hag̃ua pe Masada ijyvateha, katu oĩ jehecha porãite upépe.	neutral	grn
Omba'apo ñe'ê ñemboguatápe ha ojapóma heta ary, upévare ojepy'apy	Che ndaikuaái pe ñemuha ojehecharamoha.	neutral	grn
Umi mba 'apohára opaite nivel-pe umi organización de alto rendimiento-pe oime --ha oguereko interés --omomyatyrõvo rendimiento operativo ha programa ohupytývo resultado.	Umi mba 'apohára orekóva nivel de experiencia ijyvatevéva oike mbareteve mejora del rendimiento de las operaciones.	neutral	grn
Amomba 'e guasu judith shulevitz-pe peteî columna porâitépe, aníke rejapyhy personal-ramo.	Aníke reñemoî ndejehe upéva ha 'e peteî columna semanal Judith shulevitz ojapóva ore periódico local-pe.	neutral	grn
Omoañetévo salón rehe, diario omboyke ko 'ã mba 'e umi miembro junta de adobe, ha 'eháicha umi corporación tuichavéva, ome 'ê viru mokõivépe.	Periódico omboyke evidencia ome'êva donaciones mokõive partido-pe umi miembro adobe board péva editor oñandu he'íha hembiasakue sala-pe.	neutral	grn
Umi banda preadolescente rekove ojeipapa jasy rehe.	Umi banda preadolescente oreko periodo de vida mbykymi pero ogana suficiente ani haguã omba 'apo hekove pukukue.	neutral	grn
He 'iséva, primera misión ha umi resultado ojehupytyséva ojoaju requisito umi organismo federal ojapo haguã umi plan estratégico orekóva umi declaración de misión ha umi objetivo estratégico ojoajúva umi resultado; segunda medida rendimiento ojoaju requisito básico gobierno federal.	Ko'ã plano oñemotenondeva'erã oñemohenda mboyve obra-pe.	neutral	grn
Gigot akãme, ha 'e pe perdedor ikatupyryvéva historia política-pe - iñakarapu 'ã presidencia-pe omohenda agenda conservadora ipahápe ojeporavova 'ekue Ronald Reagan-pe.	Ronald Reagan ha 'eva 'ekue peteĩ mburuvicha guasu conservador.	neutral	grn
Oimérõ musulmán ndikatúi oike mezquita-pe, jepénte ikatu oike korapýpe.	Yvotyty iporã ojehecha	neutral	grn
Ndikatúi reñomongeta ventaja de campo, diferencia de equipo térã pytyvõ umi compañero de equipo.	Pe ventaja campo, umi diferencia de equipo ha pytyvõ umi compañero de equipo ha 'éva tema de interés.	neutral	grn
"""Térã, upéva rangue, ohapykueho che angirû ojepy'apy'ÿvape, oî peteî""."	"""Oî peteî ohapykuehóva che irûpe kirirîháme, oñeha'â aja ani ojehecha chupe""."	neutral	grn
Oguereko hetaiterei orgullo oñeme 'ê haĝua ñorairô mbytépe.	Haʼe oñemeʼẽta ojejagarráramo chupe añoite.	neutral	grn
Nivel más bajo de la piscina ojejuhu siglo VIII a.C.	Ykua ipypukuvéva ikatu ojehecha siglo VIII a.C.	neutral	grn
Che rembireko ha che rova'ekue Barcelona-pe ha rojuhu ko café iporâitereíva ha'éva peteî delicatessen	Rohókuri Barcelona-pe pytu 'uha árape.	neutral	grn
4 ), equipo de planificación del estado LSC omonéî ramo configuración área de servicio ojoavýva propuesta DSPB-gui, umi representante autorizado DSPB-gui ikatu ojerure peteî reunión Vicepresidente LSC-gua umi programa rehe ojerurévo examen pyahu.	Equipo de planificación estatal LSC-gua omoherakuã configuración área de servicio ojapóva apañuãi comunidad-pe.	neutral	grn
Peteî kuimba 'e orekórô peteî mba 'e ha 'éva imba 'e, ndojapomo 'âi tape po'ípe ambue ojapóva peteî movimiento ohupyty haĝua, he 'i.	Peteî kuimba 'e oguerekóramo peteî mba 'e ha 'éva hapicha mba 'e, noñangarekomo 'âi hese.	neutral	grn
Emondo email-pe peteî nota mbykymi, ne curriculum vitae, ha peteî revisión oimeraê aranduka ñe'êpoty osêva ramoite kinsley @ slate.com.	Aikotevê ne rembiapokue ojehepyme 'ê haĝua ikatu hag̃uáicha ojeaprovecha ojeikuaauka haĝua.	neutral	grn
Avakuaaty ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e peteĩ mba'e ha'e	Che ha 'e peteî aficionado tránsito masivo, pero omyatyrõvo, tránsito masivo oñemoherakuãve va 'erã.	neutral	grn
Mávapa pe marandu porâvéva?	Oî periodismo iporãvéva ko'ã mba'e omoherakuãva ha péva ombopochy masápe.	neutral	grn
Jaikuaaháicha, opa mba 'e ja'éva ojehai ha	Opaite mba'e ñañe'êva oñembokuatia ojeporúvo tenonde gotyo	neutral	grn
Peteî cuartel general térâ oimeraê mba'e oimehápe personal mbohapy turno peteî árape ikatu haguâ peteî tapicha oikotevêva peteî tapicha oho haĝua ha ikatu haguâ peteî tapicha ou hógape	Peteî tapicha akóinte oîkuri upe tendápe, ha umi oikóva upépe oikotevê ramo peteî mba 'e, ikatu ohenói ha oĝuahê peteî pytyvôhára, ha sapy 'aitépe oguahê upépe.	neutral	grn
Ha'e Juehegua	Aiméta upépe arapo jave.	neutral	grn
Peñeme 'ê, pe jeporavo vaiete.	Haʼekuéra noñemeʼẽséi.	neutral	grn
Che apytáta ko 'ápe, añorairõramo jepe hesekuéra cheño.	Che apytáta ha añorairõta ogueru ramo jepe hikuái mboka.	neutral	grn
